MSTRG.1445	2159.41076929803	-6.68873577136251	0.157958856022422	-42.3447974984895	0	0
MSTRG.14041	16120.5242217937	-1.71832886652347	0.0815780580805332	-21.0636157191576	1.71567341225163e-98	1.55894664604245e-94
MSTRG.17939	212.815300868963	-5.00108180891586	0.266472380564932	-18.7677304428826	1.38684971789598e-78	8.40107330777457e-75
MSTRG.19344	1141.79370269748	-3.12116152820776	0.169788216510913	-18.3826745597928	1.80829125033343e-75	8.21551922307735e-72
MSTRG.16579	264.973464694976	-3.89422339683004	0.217990509193133	-17.8641878091118	2.24171193752198e-71	6.78977184009784e-68
MSTRG.19338	13571.5937558777	-2.69944661041919	0.151077327519606	-17.8679796283058	2.09443524965703e-71	6.78977184009784e-68
MSTRG.4705	13900.0074547093	1.76095658002634	0.100269222381744	17.5622842004503	4.79079763185914e-69	1.2437595051968e-65
MSTRG.9251	12643.0010347393	-1.57144437084195	0.093057077687785	-16.8868871652545	5.61904446655458e-64	1.2764361886337e-60
MSTRG.19269	3713.38233193372	-1.35925293671799	0.0809645132154568	-16.7882555299362	2.97460412153091e-63	6.00638674450903e-60
MSTRG.19196	663.020024751917	-3.05271652258964	0.182662772072561	-16.7123080852894	1.06627292160802e-62	1.93773778043825e-59
MSTRG.17184	5011.61377040979	-2.42939607889359	0.146155735215379	-16.6219688561217	4.83193801708679e-62	7.98280087131984e-59
MSTRG.8989	509.94704898298	-3.37475060922041	0.205134341489746	-16.4514170797146	8.19287143325704e-61	1.24074210463817e-57
MSTRG.17904	488.293197370615	2.85649832994375	0.173842878175834	16.4314946917441	1.13818549361245e-60	1.59109576733992e-57
MSTRG.6439	6090.29750593137	-2.84599461149654	0.173941445234833	-16.3617969694011	3.58394402880883e-60	4.65221534539592e-57
MSTRG.22991	5085.58115341538	-1.91430793212525	0.117139308517031	-16.3421481342186	4.94785369762573e-60	5.99448968313016e-57
MSTRG.4292	1064.60178285818	-2.25929159064194	0.14421786485786	-15.6658233213248	2.5905316624469e-55	2.94235824385297e-52
MSTRG.17521	323.548403874825	-3.50174056869769	0.228419433418991	-15.3303093186228	4.79696850725443e-53	5.12795933425498e-50
MSTRG.13333	11468.4108023792	-2.68910467724106	0.185035490188328	-14.5329129806617	7.49635854285658e-48	7.5684068777407e-45
MSTRG.17672	1169.98239396971	-2.78999578973891	0.193946910006672	-14.3853582902813	6.39460857330486e-47	6.11627482119311e-44
MSTRG.13331	207.08927850523	-2.70901405541462	0.188820176345579	-14.3470581790824	1.11153090866734e-46	1.00999256016058e-43
MSTRG.12967	635.443827154999	2.42484689614989	0.169336761871232	14.3196720508558	1.6489951962368e-46	1.42700903339101e-43
MSTRG.9567	438.932345672861	-1.84741658866674	0.129553708268058	-14.2598510946848	3.892842399501e-46	3.21566476936962e-43
MSTRG.17990	33862.6546862043	-2.18672779175246	0.155982036168934	-14.0191001826913	1.19115340011825e-44	9.41166553928216e-42
MSTRG.7575	62706.9901808073	-1.46913267460099	0.105189374405872	-13.9665501662968	2.49418833290103e-44	1.88862019057543e-41
MSTRG.11050	215.957640961926	-3.64822908791448	0.263807385698313	-13.8291393103245	1.70042881677276e-43	1.23607571548845e-40
MSTRG.11496	916.534661731185	-2.27147924964551	0.165496173735648	-13.7252674691671	7.16641803870744e-43	5.00905057759347e-40
MSTRG.21506	2454.53854179762	-2.0278441320473	0.149106253478581	-13.5999938616834	4.00467053596781e-42	2.69543991296826e-39
MSTRG.490	924.641541431745	-1.99355863997941	0.147178348486707	-13.5451896320162	8.45951565337324e-42	5.49052778459828e-39
MSTRG.825	1630.42147199308	-2.33061670712245	0.17234764512307	-13.5227650221633	1.14779221545995e-41	7.19269928674267e-39
MSTRG.18909	31983.2019983915	-1.52297178149233	0.114434298706413	-13.3087002647658	2.06034765774915e-40	1.24808993280918e-37
MSTRG.12186	1845.27384377272	1.84946605617915	0.13964338201635	13.2442084220118	4.87393560644304e-40	2.8572268314803e-37
MSTRG.10953	1754.39403431726	-1.76976984438347	0.134229942592582	-13.1846129872462	1.07604777031191e-39	6.11094254058697e-37
MSTRG.824	193.438055659069	-2.40759599805258	0.185849723133132	-12.9545309912994	2.21485615917512e-38	1.21971457517241e-35
MSTRG.871	643.02074236243	-2.72517786237702	0.21047542292886	-12.9477248433805	2.42020970778082e-38	1.29360208880885e-35
MSTRG.20056	1072.99603289468	-1.59288064032397	0.123211729206173	-12.9279951721038	3.12871123882815e-38	1.62451626694925e-35
MSTRG.19622	167.855280827116	-3.41677387164587	0.264987813360621	-12.8940792722267	4.86033274859331e-38	2.4535229733385e-35
MSTRG.12858	4607.40307308819	-2.3449599231891	0.182680727934474	-12.8363837264225	1.02554108115261e-37	5.03706974805039e-35
MSTRG.21532	1238.95317090914	-1.31006882401748	0.102597560607677	-12.7690055812053	2.44255019878146e-37	1.16811749374883e-34
MSTRG.22685	846.18213794638	-2.18636935391031	0.171518357773612	-12.7471448671174	3.2337302189744e-37	1.50683536588261e-34
MSTRG.18484	2402.4150548883	-2.0703201692984	0.162616937150803	-12.731270220509	3.9633830903361e-37	1.80066402251695e-34
MSTRG.11952	2101.06161025668	-1.52267385114478	0.120668999258256	-12.6186001417477	1.66759208059706e-36	7.39150021480255e-34
MSTRG.5696	22548.5858256105	1.19896520369721	0.0962011261509245	12.4631098581551	1.1865176719849e-35	5.1339489649956e-33
MSTRG.13257	3131.44883092897	-2.1160433118364	0.170698558200558	-12.396374838446	2.73415772765006e-35	1.15553135778104e-32
MSTRG.8413	132.585851343076	-2.88715883795557	0.235048953629061	-12.2832235301583	1.11466707681803e-34	4.60382836068501e-32
MSTRG.5888	62051.199379352	0.870440245159045	0.0711420860288259	12.2352364647609	2.0151712399099e-34	8.13815709841834e-32
MSTRG.13183	170.669753213973	-3.38468251389458	0.276704023718837	-12.2321405681249	2.09348093290058e-34	8.27061499860917e-32
MSTRG.5298	1567.34556952336	-2.05696676474422	0.168876031257824	-12.1803357730727	3.95649624659002e-34	1.52981715509107e-31
MSTRG.14246	1171.02082063415	-1.61460943378486	0.134086785377156	-12.0415254138827	2.14943896632863e-33	8.13786548647713e-31
MSTRG.3663	1744.27150533706	-1.25085268227002	0.10533011309419	-11.8755467503529	1.58593743188754e-32	5.79479172368872e-30
MSTRG.22088	93.2404909101822	-3.19938630524054	0.269419626553069	-11.8751048176156	1.5943409793894e-32	5.79479172368872e-30
MSTRG.15113	2519.41077043796	-2.51892262475882	0.213454204900474	-11.8007636623195	3.86785280399737e-32	1.37824488249106e-29
MSTRG.11929	14307.2816990167	-0.836592650263964	0.0720609807712009	-11.6095096307419	3.68724074952525e-31	1.28861973348312e-28
MSTRG.13318	1087.40011231078	-1.31747748443003	0.114508520690073	-11.5054973768799	1.23773728601275e-30	4.24403767900182e-28
MSTRG.4911	911.745197573091	2.14518388824169	0.186488827922491	11.5030155540109	1.27385668370188e-30	4.28699953942856e-28
MSTRG.18897	1615.94652927292	-1.99878019273214	0.174060039678268	-11.4832801166004	1.60089594701218e-30	5.28965128091861e-28
MSTRG.3309	1191.30968057081	-1.39318861028308	0.122235057976954	-11.3976189265256	4.29711251650579e-30	1.39448974575821e-27
MSTRG.14112	4919.28718887632	-1.22160028723292	0.108019806435075	-11.3090397728787	1.18377912191645e-29	3.77417859343644e-27
MSTRG.8497	14202.4254238406	-1.16506512850394	0.103062408581432	-11.3044624566813	1.24715539385719e-29	3.90768189182185e-27
MSTRG.4071	2421.01177552922	-1.18763366421698	0.105114515518509	-11.2984744148667	1.33517289855514e-29	4.1125588280411e-27
MSTRG.23601	277.094000410568	-1.66483545262873	0.147954859693063	-11.2523201744268	2.25578845189562e-29	6.83240725604986e-27
MSTRG.6178	8207.95503287223	1.51788308366417	0.136006922876624	11.1603369266804	6.37495125462132e-29	1.89921293688907e-26
MSTRG.20348	3156.39425613089	-1.11878405700972	0.100404380013969	-11.1427813891592	7.76555532853432e-29	2.27618446750733e-26
MSTRG.2757	461.420712519764	-2.62775227427096	0.235953064695663	-11.1367583958288	8.30888166879626e-29	2.39678264392118e-26
MSTRG.4233	4296.54003837668	-0.965060871869045	0.0869203875533262	-11.1028137245358	1.21555718739234e-28	3.45161261976264e-26
MSTRG.16830	3215.13820723471	1.52238106435477	0.137841348764215	11.0444440511017	2.33206715667009e-28	6.52010099048701e-26
MSTRG.6180	197.079323049076	2.25928615079877	0.204861808053721	11.0283423360508	2.78959343088093e-28	7.6811032453635e-26
MSTRG.13369	417.321773751435	-2.67892792607492	0.246175949269775	-10.8821675473228	1.40189136821355e-27	3.80247340814102e-25
MSTRG.23392	114.247574551825	-2.94645323673342	0.272426549267961	-10.8155877048359	2.90425178799581e-27	7.76161290341882e-25
MSTRG.18831	1226.01385213716	-1.25812182451408	0.117332774597627	-10.7226802470886	7.96608505406772e-27	2.09808208242859e-24
MSTRG.13358	3171.1940473566	-0.952384947354054	0.0889282965423187	-10.7095827130888	9.17745441553709e-27	2.38259827276508e-24
MSTRG.211	154.669569331261	2.62098751596902	0.245809439056177	10.6626805139489	1.52147950652294e-26	3.89434465803401e-24
MSTRG.4182	977.335812202668	1.14928546317687	0.107949379183426	10.6465222113415	1.81001374264057e-26	4.56852496458432e-24
MSTRG.4297	18827.2631161816	-0.909500929480913	0.0856905168514483	-10.6137874166124	2.57110962506691e-26	6.40065413922479e-24
MSTRG.6565	10819.4960429259	-0.776637471683791	0.073881017278939	-10.5120029513344	7.60607180036372e-26	1.86418073861665e-23
MSTRG.18449	1134.09115684073	1.15568877697646	0.109954233149302	10.5106346874996	7.71724180539401e-26	1.86418073861665e-23
MSTRG.21828	1648.81640234646	-1.12584132190893	0.10712426108349	-10.5096764311072	7.79605657485641e-26	1.86418073861665e-23
MSTRG.13544	949.895152627877	-1.07972239941473	0.102993682728201	-10.4833847165569	1.02990441802838e-25	2.4307081803675e-23
MSTRG.7577	28189.7872587309	-1.8712830751166	0.179281705811852	-10.4376688443628	1.66857835050047e-25	3.88757363636474e-23
MSTRG.23530	913.571203851769	-1.92473015513609	0.184915515316288	-10.4087001669056	2.26290219436941e-25	5.20553437699687e-23
MSTRG.17593	5032.58577246595	-0.949758695019503	0.091882241731572	-10.336694851157	4.80835928695148e-25	1.09227891652212e-22
MSTRG.9616	984.637735952113	-1.18309034475498	0.114785645717412	-10.3069537777188	6.5546041219347e-25	1.4705780334311e-22
MSTRG.15121	21578.7799777069	-0.984353427183743	0.0955879587259106	-10.2978810333871	7.20304390428847e-25	1.59635264478822e-22
MSTRG.23103	3790.5581653378	-1.18528324327733	0.115264965912744	-10.2831179785764	8.39664012689887e-25	1.83845953043534e-22
MSTRG.13272	152.775111181196	2.62920765099478	0.256322499449184	10.257420463068	1.09595238051207e-24	2.37104078702926e-22
MSTRG.4181	131.747832669044	2.50585764475331	0.245917840356805	10.1898164082668	2.20179621705904e-24	4.70744031207222e-22
MSTRG.2471	3076.52075772425	0.90699094391453	0.0893095617246962	10.1555861029797	3.12924256532027e-24	6.61252617901922e-22
MSTRG.2626	2397.92000330149	1.23464855268003	0.122138192881912	10.1086197818051	5.0591970781158e-24	1.05679067242067e-21
MSTRG.4246	460.851245216215	-2.21047947549159	0.218808977465821	-10.102325330033	5.39475634462499e-24	1.11407848921443e-21
MSTRG.6490	1016.43850653998	1.58530235571705	0.157809923057662	10.0456443105786	9.60181235446411e-24	1.96060377435591e-21
MSTRG.22998	3089.69391122057	-1.45588962124257	0.14521970026343	-10.0254278076705	1.17848127956e-23	2.37961558816043e-21
MSTRG.10018	2106.86857218439	1.03302527044273	0.103933176580605	9.93932163366117	2.8073233713604e-23	5.5677671300764e-21
MSTRG.11170	320.92130387362	1.88201882357644	0.189358479421204	9.93892023916247	2.81865721656869e-23	5.5677671300764e-21
MSTRG.18954	2376.0183260845	-0.867166044545698	0.0879126960486503	-9.86394552233745	5.96579746113796e-23	1.1657681425942e-20
MSTRG.23102	110.057066906548	-2.34673659706561	0.238028839637399	-9.85904313376697	6.26435107448948e-23	1.2110856603904e-20
MSTRG.7830	2980.46701026652	-1.32286795809387	0.134789094219853	-9.81435453476791	9.76609760247351e-23	1.86820307083948e-20
MSTRG.15067	5878.28693171544	1.71445041789873	0.175101328733906	9.79119022280015	1.22841237041806e-22	2.32541020912576e-20
MSTRG.2758	30917.7487381643	1.65908257423817	0.16974694958833	9.77385795893109	1.45792238338363e-22	2.73142510033307e-20
MSTRG.855	121.211539383513	-2.29475342871211	0.234958828108063	-9.76661931449837	1.5659016632022e-22	2.90378886993607e-20
MSTRG.8982	1383.5638315182	-1.77667273747357	0.181938976139354	-9.76521235401892	1.58779022319282e-22	2.9146375480892e-20
MSTRG.7456	1299.11758076903	1.52651677922092	0.156339506541259	9.76411409369555	1.60508645911223e-22	2.91692362214466e-20
MSTRG.21696	439.895016149473	-1.99832991313042	0.205060455596616	-9.74507692044452	1.93632169872595e-22	3.48403705256899e-20
MSTRG.17634	537.493126442679	-1.56194186082674	0.161460023490486	-9.67386122620487	3.89402557909698e-22	6.93785557342445e-20
MSTRG.17522	55.2097789504515	-2.69691809846881	0.27954728608416	-9.64744868836567	5.03938598762655e-22	8.89133607312013e-20
MSTRG.11147	484.596487657263	-1.68601409161079	0.175485419114259	-9.60771612889973	7.41759663068117e-22	1.29615368816701e-19
MSTRG.12902	443.478007702209	-1.26427139391418	0.131679901065918	-9.60109617094328	7.90986674170846e-22	1.36900960282922e-19
MSTRG.17790	1474.5752598893	-1.04158241124924	0.108723393829389	-9.5801131160761	9.69387089549383e-22	1.66195014890386e-19
MSTRG.12934	24022.9405128905	-0.782024171994171	0.0816443251517858	-9.57842655371701	9.85345618596597e-22	1.67352204922953e-19
MSTRG.18540	803.125947709777	1.27211309964282	0.133086755923167	9.55852512008954	1.19446732226331e-21	2.00991246736029e-19
MSTRG.7479	609.948354165465	1.35505779273977	0.142191208496599	9.5298282296558	1.57543686583472e-21	2.62664350117563e-19
